type,time,file_count,usb_flag,login_hour
login,1712487520,2,0,13
file_access,1712397736,3,0,14
file_access,1712409790,4,0,17
file_access,1712490806,5,0,13
file_access,1712472909,23,1,22
file_access,1712275000,6,0,16
file_access,1712518106,5,0,18
login,1712368112,1,0,14
file_access,1712305105,6,0,16
login,1712368224,2,0,12
login,1712434390,30,1,1
file_access,1712473546,2,0,15
file_access,1712326294,24,1,1
login,1712266176,4,0,17
file_access,1712317351,4,0,11
login,1712540130,5,0,17
login,1712492067,24,0,23
file_access,1712534332,4,0,9
file_access,1712260260,1,0,13
login,1712293434,38,1,23
login,1712477380,4,0,13
login,1712356832,7,0,14
file_access,1712384037,6,0,14
login,1712435404,1,0,10
login,1712447558,7,0,17
login,1712369120,3,0,15
file_access,1712417512,22,0,0
login,1712547530,7,0,12
file_access,1712459978,6,0,15
file_access,1712396560,8,0,9
login,1712311925,3,0,16
file_access,1712496548,36,1,23
file_access,1712548105,8,0,11
file_access,1712448296,6,0,10
file_access,1712290870,4,0,15
file_access,1712342410,8,0,11
login,1712327302,4,0,15
login,1712309152,3,0,8
login,1712551828,8,0,16
file_access,1712300122,1,0,18
file_access,1712333540,7,0,13
login,1712494492,7,0,8
file_access,1712415627,6,0,11
login,1712333672,6,0,10
login,1712430964,8,0,18
file_access,1712510080,8,0,16
login,1712470649,5,0,12
login,1712373394,5,0,8
file_access,1712531687,1,0,11
login,1712288276,1,0,11
file_access,1712397925,5,0,17
file_access,1712364484,37,0,2
file_access,1712270081,7,0,14
login,1712321920,32,1,2
file_access,1712340254,17,0,23
login,1712261000,31,0,22
file_access,1712453233,2,0,15
login,1712383120,1,0,13
login,1712303802,4,0,9
login,1712480968,8,0,13
login,1712261100,18,1,2
file_access,1712365024,4,0,9
login,1712508757,1,0,10
login,1712349842,4,0,12
file_access,1712481428,8,0,15
login,1712466220,6,0,11
file_access,1712423453,2,0,8
file_access,1712392906,28,0,22
login,1712380717,6,0,14
login,1712279664,8,0,11
file_access,1712457460,7,0,16
login,1712377828,3,0,14
file_access,1712319613,6,0,14
file_access,1712405556,8,0,8
file_access,1712457796,24,0,0
file_access,1712279820,7,0,12
login,1712384260,5,0,17
file_access,1712550208,7,0,15
login,1712415110,6,0,11
file_access,1712353700,7,0,9
file_access,1712378350,4,0,14
file_access,1712295356,4,0,11
file_access,1712436929,1,0,11
file_access,1712372368,1,0,9
file_access,1712366266,1,0,12
file_access,1712363240,2,0,16
login,1712270863,3,0,13
login,1712508200,3,0,9
file_access,1712483636,4,0,16
file_access,1712443636,4,0,12
file_access,1712449885,6,0,13
file_access,1712264806,7,0,15
file_access,1712280262,7,0,9
login,1712468656,3,0,10
file_access,1712425497,1,0,12
login,1712385400,8,0,9
login,1712506009,4,0,8
login,1712379336,2,0,10
login,1712264953,27,1,3
login,1712503212,5,0,10
login,1712345465,3,0,14
login,1712336224,21,0,3
login,1712373432,5,0,13
login,1712556270,4,0,11
login,1712534692,4,0,14
file_access,1712333300,4,0,13
login,1712460484,6,0,13
login,1712417140,6,0,18
file_access,1712547536,2,0,16
file_access,1712547648,5,0,13
login,1712572600,3,0,16
login,1712290074,4,0,16
login,1712442346,7,0,10
file_access,1712429992,6,0,10
file_access,1712374104,2,0,10
file_access,1712392820,6,0,12
file_access,1712526655,4,0,17
login,1712573440,1,0,16
file_access,1712349424,6,0,13
login,1712452234,30,0,3
login,1712567570,2,0,12
login,1712524064,3,0,9
login,1712343382,8,0,8
login,1712405788,3,0,17
file_access,1712380902,8,0,18
file_access,1712309200,5,0,15
login,1712352929,5,0,13
file_access,1712318636,39,1,23
file_access,1712290567,1,0,9
login,1712424928,6,0,17
file_access,1712528125,7,0,14
file_access,1712434450,22,0,0
login,1712262540,1,0,8
file_access,1712475264,1,0,10
login,1712390869,7,0,11
file_access,1712340850,1,0,14
file_access,1712550672,5,0,8
login,1712494408,18,0,3
login,1712475704,7,0,10
file_access,1712441318,3,0,15
login,1712504095,6,0,10
file_access,1712563776,1,0,8
login,1712425864,5,0,15
file_access,1712545180,4,0,13
file_access,1712466815,4,0,14
file_access,1712470040,4,0,18
login,1712485831,1,0,16
file_access,1712328822,6,0,18
login,1712561445,1,0,18
login,1712407504,1,0,13
file_access,1712325800,7,0,17
login,1712325840,2,0,8
file_access,1712354203,18,0,0
login,1712395176,4,0,9
file_access,1712404685,6,0,9
login,1712281900,8,0,16
file_access,1712395362,7,0,18
file_access,1712549872,1,0,18
file_access,1712427016,3,0,11
file_access,1712294620,6,0,11
file_access,1712411385,7,0,9
login,1712540848,1,0,10
file_access,1712468345,7,0,8
file_access,1712575802,8,0,18
login,1712275816,20,1,3
login,1712424360,3,0,16
login,1712500295,31,0,22
login,1712361262,2,0,11
file_access,1712266423,5,0,14
file_access,1712440464,8,0,16
login,1712412055,8,0,13
file_access,1712405790,6,0,15
login,1712443859,1,0,12
file_access,1712307712,1,0,10
file_access,1712440844,2,0,12
login,1712310950,3,0,16
login,1712510758,3,0,9
login,1712291988,7,0,8
login,1712307882,6,0,13
file_access,1712307916,4,0,15
login,1712311125,2,0,13
file_access,1712549360,8,0,11
file_access,1712355673,4,0,15
login,1712346188,6,0,16
file_access,1712358950,2,0,18
login,1712406700,1,0,12
login,1712359050,6,0,9
login,1712308188,28,1,3
file_access,1712355967,2,0,10
login,1712518400,7,0,11
login,1712305105,5,0,11
login,1712372044,2,0,11
file_access,1712388033,5,0,16
file_access,1712442288,1,0,13
login,1712557168,5,0,17
login,1712394590,6,0,14
file_access,1712346786,1,0,16
file_access,1712388328,5,0,15
login,1712439475,5,0,17
login,1712302208,8,0,17
file_access,1712436430,2,0,17
file_access,1712525992,1,0,11
login,1712465351,5,0,15
file_access,1712487820,33,0,3
login,1712311965,5,0,13
login,1712548800,4,0,13
file_access,1712475286,1,0,18
login,1712344090,5,0,11
file_access,1712401789,8,0,15
login,1712578072,2,0,16
login,1712318585,5,0,11
file_access,1712331446,8,0,10
file_access,1712482216,1,0,13
file_access,1712347568,2,0,18
login,1712533736,4,0,12
file_access,1712305930,5,0,8
login,1712517889,7,0,11
file_access,1712485868,4,0,13
file_access,1712479531,5,0,12
login,1712576038,5,0,8
file_access,1712450770,7,0,15
file_access,1712486224,4,0,15
file_access,1712277208,4,0,11
file_access,1712447786,4,0,12
login,1712425330,5,0,11
login,1712528440,6,0,12
login,1712325619,24,1,22
login,1712502868,6,0,8
login,1712515854,8,0,12
file_access,1712454696,6,0,13
file_access,1712432200,6,0,9
file_access,1712287102,7,0,12
login,1712309718,7,0,17
file_access,1712422732,6,0,11
login,1712458320,35,1,0
file_access,1712455170,6,0,14
login,1712458480,5,0,14
file_access,1712332512,8,0,13
file_access,1712468339,7,0,12
login,1712290552,5,0,12
file_access,1712429685,4,0,13
file_access,1712345620,1,0,12
login,1712468671,3,0,17
file_access,1712585322,4,0,16
login,1712575724,6,0,15
login,1712455960,8,0,16
file_access,1712342604,5,0,15
file_access,1712407488,7,0,17
login,1712303776,2,0,8
file_access,1712462764,8,0,11
login,1712573175,7,0,8
login,1712277904,7,0,12
login,1712501971,8,0,8
file_access,1712378640,2,0,13
file_access,1712502157,1,0,8
login,1712525000,1,0,10
login,1712411315,1,0,13
login,1712528452,7,0,18
login,1712557830,3,0,18
file_access,1712470082,18,1,2
file_access,1712512480,35,0,3
file_access,1712336752,6,0,14
login,1712480102,7,0,16
login,1712297740,3,0,10
login,1712447684,7,0,10
file_access,1712304320,23,0,1
file_access,1712500012,19,0,1
file_access,1712343528,1,0,8
file_access,1712323994,2,0,12
login,1712320768,3,0,8
file_access,1712363250,5,0,8
login,1712425354,2,0,13
file_access,1712271874,1,0,14
login,1712530068,1,0,10
login,1712288263,8,0,16
file_access,1712572780,2,0,18
login,1712569623,3,0,15
file_access,1712523928,1,0,17
file_access,1712363650,34,0,3
file_access,1712553592,1,0,12
file_access,1712560250,4,0,16
file_access,1712429320,1,0,17
file_access,1712396620,6,0,16
login,1712439294,1,0,11
file_access,1712501668,7,0,14
file_access,1712423040,8,0,18
login,1712547786,1,0,9
login,1712495380,4,0,14
file_access,1712328037,4,0,14
file_access,1712272248,8,0,17
file_access,1712472655,5,0,17
file_access,1712587748,2,0,15
file_access,1712338054,7,0,18
login,1712426872,4,0,8
login,1712269069,4,0,16
login,1712400690,6,0,16
file_access,1712594920,3,0,11
login,1712463360,1,0,18
login,1712565523,18,0,22
file_access,1712377876,6,0,13
login,1712354865,18,0,0
file_access,1712483456,19,0,22
file_access,1712500027,8,0,12
file_access,1712322026,2,0,13
file_access,1712506807,4,0,10
file_access,1712572900,7,0,13
file_access,1712569712,2,0,14
login,1712292456,4,0,10
file_access,1712579845,7,0,10
login,1712351984,1,0,16
login,1712418130,39,0,2
file_access,1712586802,7,0,18
file_access,1712266140,1,0,16
file_access,1712365400,3,0,9
file_access,1712544136,2,0,18
file_access,1712375430,2,0,16
login,1712385416,3,0,8
file_access,1712557696,7,0,11
login,1712431910,5,0,13
login,1712445236,7,0,8
login,1712548075,3,0,8
login,1712491808,2,0,18
file_access,1712279608,28,0,2
login,1712462122,7,0,10
login,1712538538,36,0,1
file_access,1712359360,2,0,11
file_access,1712369371,5,0,8
file_access,1712429218,8,0,15
file_access,1712269783,7,0,18
file_access,1712549020,7,0,14
login,1712352950,3,0,8
login,1712346344,6,0,8
file_access,1712279848,4,0,13
file_access,1712426304,5,0,9
login,1712599480,5,0,8
file_access,1712486380,8,0,16
file_access,1712589727,8,0,9
login,1712399920,5,0,18
file_access,1712583295,3,0,15
file_access,1712366700,6,0,11
file_access,1712373420,5,0,16
file_access,1712310088,5,0,12
file_access,1712433590,5,0,15
file_access,1712303478,4,0,15
file_access,1712293492,2,0,11
file_access,1712437140,4,0,9
file_access,1712420506,5,0,9
file_access,1712554252,8,0,17
file_access,1712470783,1,0,17
login,1712594592,5,0,14
file_access,1712404045,40,1,2
login,1712266920,36,0,0
file_access,1712598293,8,0,9
login,1712467840,21,1,3
file_access,1712347356,2,0,16
login,1712327300,5,0,18
file_access,1712313934,25,1,22
file_access,1712330728,3,0,8
file_access,1712595654,3,0,8
login,1712431426,5,0,12
file_access,1712361040,7,0,16
file_access,1712310748,2,0,16
file_access,1712283925,7,0,17
login,1712337678,18,0,3
file_access,1712562772,2,0,9
file_access,1712280640,6,0,10
file_access,1712526017,6,0,9
login,1712549648,5,0,11
file_access,1712536300,5,0,18
file_access,1712422024,2,0,12
file_access,1712499485,1,0,8
file_access,1712455816,5,0,14
login,1712405387,5,0,11
login,1712365032,1,0,8
login,1712604280,4,0,13
login,1712489820,3,0,10
login,1712371921,5,0,12
file_access,1712344996,3,0,13
file_access,1712287698,36,1,0
login,1712520530,2,0,15
file_access,1712385625,4,0,10
login,1712372176,3,0,12
login,1712571470,3,0,16
login,1712497264,2,0,18
file_access,1712311507,2,0,12
login,1712396040,7,0,8
file_access,1712534719,39,0,23
file_access,1712446886,2,0,16
file_access,1712365767,3,0,8
file_access,1712514712,4,0,17
file_access,1712406485,2,0,18
login,1712491196,7,0,8
file_access,1712399833,6,0,15
login,1712596396,5,0,14
login,1712396562,2,0,10
file_access,1712498320,2,0,9
login,1712552664,2,0,12
login,1712345856,3,0,16
login,1712495191,8,0,14
file_access,1712267880,40,1,1
file_access,1712525920,5,0,18
login,1712434324,7,0,12
file_access,1712522715,3,0,9
file_access,1712267960,38,0,22
login,1712458324,1,0,18
login,1712271400,8,0,15
file_access,1712278223,4,0,16
file_access,1712485768,19,1,1
file_access,1712526688,7,0,9
file_access,1712353180,28,0,2
login,1712451970,28,0,23
login,1712428202,4,0,15
file_access,1712506630,3,0,12
login,1712544208,4,0,10
file_access,1712285225,3,0,9
file_access,1712421650,40,0,1
file_access,1712520634,3,0,17
file_access,1712565084,5,0,11
login,1712455975,4,0,16
login,1712353630,8,0,16
login,1712473200,8,0,9
login,1712527936,3,0,13
login,1712422105,2,0,16
file_access,1712268360,19,0,3
file_access,1712589766,2,0,11
login,1712418880,5,0,8
file_access,1712353945,7,0,10
file_access,1712449806,6,0,11
login,1712525185,8,0,13
file_access,1712395168,5,0,8
login,1712323300,5,0,14
login,1712532322,7,0,15
file_access,1712381631,3,0,11
login,1712385112,3,0,12
login,1712289154,33,1,3
file_access,1712364640,16,0,0
file_access,1712320085,1,0,18
login,1712388760,8,0,15
login,1712412846,5,0,18
file_access,1712474720,8,0,9
file_access,1712313355,1,0,16
file_access,1712437084,7,0,16
login,1712371850,17,1,0
file_access,1712488792,3,0,12
login,1712585168,3,0,17
login,1712578400,5,0,10
file_access,1712544100,7,0,12
login,1712406520,4,0,13
file_access,1712310176,1,0,15
file_access,1712351536,3,0,17
file_access,1712458375,8,0,14
login,1712368854,24,1,2
login,1712534359,3,0,17
file_access,1712493080,8,0,11
login,1712310368,5,0,10
login,1712555350,5,0,9
file_access,1712448472,2,0,11
file_access,1712286300,31,1,3
login,1712465881,4,0,8
file_access,1712345068,7,0,17
file_access,1712524770,2,0,9
file_access,1712362432,4,0,8
login,1712573356,8,0,9
file_access,1712487014,30,0,22
login,1712615080,4,0,10
file_access,1712334940,8,0,13
login,1712300369,7,0,12
login,1712504656,7,0,12
file_access,1712473577,2,0,14
file_access,1712303920,4,0,15
file_access,1712563825,18,1,22
file_access,1712404494,4,0,16
file_access,1712369883,6,0,10
file_access,1712567608,1,0,9
login,1712598935,7,0,14
login,1712352680,4,0,13
file_access,1712439499,7,0,12
login,1712557616,17,0,23
file_access,1712425745,1,0,14
login,1712318116,5,0,14
login,1712474525,7,0,11
file_access,1712537172,4,0,11
file_access,1712450344,8,0,13
file_access,1712356510,2,0,12
login,1712471362,6,0,15
file_access,1712419240,5,0,9
login,1712450632,2,0,14
login,1712436776,38,0,2
file_access,1712297524,1,0,10
login,1712276648,15,0,1
login,1712363795,2,0,16
login,1712440534,4,0,15
login,1712611466,39,0,0
file_access,1712510432,26,0,3
login,1712524477,6,0,9
file_access,1712346580,8,0,9
login,1712535136,8,0,8
file_access,1712587612,5,0,13
login,1712542314,1,0,15
login,1712577352,7,0,8
login,1712350285,7,0,17
login,1712311872,26,1,1
file_access,1712595161,1,0,10
login,1712472844,1,0,10
login,1712507912,4,0,8
login,1712522000,1,0,18
login,1712448571,7,0,16
login,1712273542,1,0,16
file_access,1712354132,30,0,0
login,1712585440,5,0,9
file_access,1712424320,7,0,11
login,1712498010,6,0,17
login,1712431462,5,0,11
file_access,1712529752,6,0,12
file_access,1712617571,37,1,2
login,1712382520,6,0,8
file_access,1712277242,6,0,8
login,1712537152,3,0,10
file_access,1712291338,4,0,14
login,1712308934,2,0,16
file_access,1712530410,1,0,9
file_access,1712600824,4,0,13
login,1712393435,4,0,9
file_access,1712407562,3,0,16
file_access,1712516710,8,0,15
login,1712569600,25,1,23
login,1712618999,3,0,8
login,1712435974,6,0,15
login,1712615714,2,0,17
file_access,1712302196,4,0,15
login,1712348050,6,0,13
login,1712460924,19,1,0
file_access,1712573862,3,0,14
file_access,1712478712,31,1,22
file_access,1712425856,5,0,16
login,1712538880,5,0,13
file_access,1712577817,2,0,13
login,1712482560,4,0,16
file_access,1712500305,6,0,11
file_access,1712624080,27,1,22
file_access,1712496940,1,0,12
file_access,1712588960,21,0,3
file_access,1712405146,7,0,15
login,1712475964,1,0,18
login,1712546822,8,0,13
file_access,1712554000,1,0,18
login,1712465575,6,0,18
file_access,1712511696,3,0,18
login,1712341720,33,1,0
file_access,1712299232,36,1,2
login,1712600585,5,0,15
login,1712540416,5,0,8
file_access,1712455384,7,0,11
file_access,1712274508,4,0,16
file_access,1712420038,2,0,16
file_access,1712512400,8,0,12
login,1712306530,1,0,16
login,1712388256,7,0,12
login,1712402521,2,0,16
file_access,1712494982,3,0,18
file_access,1712530615,19,1,22
file_access,1712544932,1,0,9
login,1712488117,2,0,14
file_access,1712363668,4,0,18
login,1712296093,5,0,17
file_access,1712349520,1,0,17
login,1712353123,2,0,12
login,1712445778,24,0,0
login,1712349646,5,0,9
login,1712328304,6,0,15
file_access,1712299820,2,0,10
login,1712499544,2,0,10
login,1712442556,3,0,14
login,1712271360,2,0,18
file_access,1712371312,2,0,13
login,1712610550,2,0,8
login,1712274991,22,0,1
file_access,1712292872,5,0,11
login,1712525143,3,0,11
file_access,1712328664,3,0,13
login,1712414500,8,0,14
file_access,1712596936,5,0,8
login,1712300156,7,0,9
login,1712318074,3,0,17
login,1712450530,3,0,8
file_access,1712300240,4,0,10
file_access,1712275201,5,0,15
login,1712325370,40,0,0
login,1712296741,39,0,2
login,1712339776,1,0,8
file_access,1712454535,4,0,8
login,1712400816,5,0,9
file_access,1712630440,2,0,13
login,1712382988,8,0,18
file_access,1712619913,1,0,16
login,1712541050,1,0,17
file_access,1712458552,4,0,12
file_access,1712293392,2,0,9
login,1712491033,3,0,15
login,1712480332,3,0,11
file_access,1712275495,8,0,13
login,1712383396,1,0,14
file_access,1712347477,6,0,17
file_access,1712340322,5,0,11
login,1712545504,4,0,15
login,1712293600,4,0,18
file_access,1712606913,18,1,2
login,1712430528,26,0,0
file_access,1712621551,2,0,18
login,1712571212,3,0,12
login,1712470375,6,0,10
login,1712308180,6,0,14
login,1712564307,3,0,14
login,1712568016,4,0,16
login,1712369623,6,0,18
file_access,1712618760,1,0,18
login,1712304719,2,0,13
login,1712395048,2,0,14
file_access,1712369811,8,0,12
file_access,1712590312,8,0,14
login,1712550655,3,0,9
login,1712485664,5,0,9
login,1712521913,6,0,10
login,1712442406,6,0,9
login,1712366474,8,0,8
login,1712420820,8,0,11
file_access,1712576584,8,0,17
login,1712424564,6,0,11
login,1712536939,8,0,11
file_access,1712453680,3,0,9
login,1712388500,1,0,12
login,1712602486,8,0,9
login,1712312437,21,0,22
file_access,1712348748,4,0,10
file_access,1712297983,6,0,14
file_access,1712359720,5,0,9
login,1712468694,2,0,14
file_access,1712541408,5,0,18
login,1712385283,19,0,22
login,1712574302,4,0,17
login,1712283605,26,1,3
file_access,1712614504,2,0,11
file_access,1712476412,5,0,15
login,1712534696,1,0,10
file_access,1712403784,1,0,15
login,1712305560,5,0,12
login,1712622356,2,0,16
login,1712502286,8,0,16
login,1712509655,6,0,9
file_access,1712363980,3,0,14
file_access,1712447860,7,0,10
file_access,1712272920,4,0,13
file_access,1712571994,7,0,11
file_access,1712586688,1,0,17
login,1712302172,4,0,13
file_access,1712356950,7,0,16
file_access,1712280322,6,0,14
login,1712514072,23,0,23
login,1712503199,5,0,8
login,1712452126,4,0,12
login,1712634945,34,0,1
login,1712302368,4,0,8
file_access,1712536444,2,0,13
file_access,1712390216,4,0,9
login,1712514674,3,0,13
login,1712533060,5,0,11
file_access,1712397694,5,0,17
login,1712430706,2,0,11
file_access,1712434432,1,0,13
file_access,1712295264,5,0,14
file_access,1712504195,6,0,13
file_access,1712335642,5,0,12
file_access,1712530030,7,0,13
file_access,1712467764,3,0,11
login,1712552224,6,0,12
file_access,1712544980,6,0,12
file_access,1712445957,1,0,18
file_access,1712523136,1,0,17
file_access,1712537916,3,0,14
file_access,1712398396,6,0,16
file_access,1712571175,6,0,11
file_access,1712593332,7,0,13
login,1712409589,8,0,16
file_access,1712531020,7,0,15
login,1712560542,21,1,23
file_access,1712608480,2,0,13
file_access,1712350921,8,0,12
login,1712542426,2,0,16
file_access,1712398882,1,0,13
file_access,1712468932,7,0,17
login,1712439525,4,0,15
file_access,1712428532,3,0,10
login,1712417533,8,0,18
file_access,1712388088,19,0,22
file_access,1712528321,8,0,9
file_access,1712428780,8,0,16
file_access,1712314421,6,0,15
login,1712554432,6,0,12
login,1712373571,2,0,15
file_access,1712399476,4,0,16
login,1712443870,6,0,17
login,1712554816,8,0,10
file_access,1712333092,1,0,16
login,1712514330,8,0,12
login,1712366455,7,0,10
file_access,1712592200,4,0,17
login,1712477575,8,0,11
login,1712551690,6,0,14
file_access,1712522161,27,0,0
login,1712333344,7,0,17
login,1712563090,8,0,14
file_access,1712485362,7,0,11
login,1712418713,3,0,12
file_access,1712396524,1,0,12
login,1712463339,6,0,15
login,1712292750,4,0,12
login,1712326174,4,0,9
login,1712289088,4,0,16
login,1712597291,25,0,23
file_access,1712634538,1,0,18
login,1712341170,4,0,10
file_access,1712575316,2,0,11
file_access,1712575417,3,0,13
file_access,1712571800,6,0,17
file_access,1712415702,1,0,14
login,1712285560,5,0,10
login,1712605589,6,0,8
login,1712438208,3,0,12
login,1712549962,40,1,22
login,1712326616,8,0,10
file_access,1712315475,3,0,13
login,1712516710,4,0,15
login,1712617424,1,0,16
login,1712315568,5,0,14
login,1712371534,1,0,13
login,1712573000,20,0,0
file_access,1712394012,6,0,14
login,1712502292,1,0,12
file_access,1712547169,7,0,11
file_access,1712345626,5,0,9
login,1712360605,4,0,13
file_access,1712495144,7,0,10
file_access,1712498960,3,0,13
file_access,1712364472,8,0,10
file_access,1712510337,8,0,13
file_access,1712473020,8,0,15
login,1712458129,6,0,9
login,1712596652,6,0,12
login,1712563071,5,0,17
login,1712278624,5,0,11
login,1712458405,2,0,15
file_access,1712488442,8,0,13
login,1712451049,4,0,18
login,1712308692,7,0,8
login,1712458681,3,0,16
login,1712410000,32,0,2
file_access,1712357542,5,0,18
login,1712421368,5,0,16
file_access,1712552782,26,1,3
file_access,1712624202,31,0,1
login,1712545460,7,0,18
file_access,1712541796,1,0,9
file_access,1712583214,8,0,14
login,1712282676,4,0,17
file_access,1712365396,5,0,17
login,1712305280,5,0,9
login,1712606188,2,0,11
file_access,1712643916,4,0,14
file_access,1712358046,5,0,8
file_access,1712343032,6,0,8
file_access,1712632975,29,0,0
login,1712478684,1,0,16
login,1712629438,3,0,17
file_access,1712520280,5,0,16
file_access,1712475137,8,0,8
login,1712448820,2,0,15
login,1712362153,5,0,15
file_access,1712298072,5,0,18
login,1712441472,6,0,11
file_access,1712332090,1,0,12
login,1712434050,5,0,16
login,1712570048,3,0,10
file_access,1712392627,4,0,11
file_access,1712570244,6,0,14
login,1712540110,2,0,14
file_access,1712460820,37,1,2
login,1712336116,2,0,18
file_access,1712468522,3,0,12
login,1712313490,4,0,12
file_access,1712445960,2,0,10
file_access,1712563360,3,0,16
login,1712559670,6,0,13
file_access,1712540830,18,0,2
file_access,1712643196,6,0,9
login,1712290936,28,0,22
login,1712325070,7,0,13
login,1712469161,8,0,10
file_access,1712275840,4,0,11
file_access,1712340341,3,0,15
login,1712522490,4,0,17
login,1712526370,1,0,12
file_access,1712389800,5,0,11
file_access,1712545527,5,0,11
file_access,1712378506,16,1,1
file_access,1712610292,4,0,18
login,1712291200,36,1,2
login,1712386249,8,0,15
file_access,1712606814,2,0,8
file_access,1712405362,2,0,10
login,1712538556,4,0,8
file_access,1712584305,6,0,15
file_access,1712595824,8,0,11
login,1712401771,2,0,13
file_access,1712348512,3,0,9
file_access,1712573282,8,0,9
file_access,1712436220,3,0,10
file_access,1712382928,6,0,11
login,1712417284,5,0,13
login,1712360146,5,0,12
file_access,1712367816,6,0,18
file_access,1712486125,3,0,14
file_access,1712345008,6,0,9
file_access,1712406118,4,0,8
file_access,1712562710,28,0,2
file_access,1712543710,3,0,11
file_access,1712318420,1,0,9
file_access,1712524785,5,0,16
login,1712318482,3,0,17
file_access,1712593769,6,0,16
file_access,1712593872,1,0,12
login,1712310925,3,0,9
file_access,1712421908,4,0,14
file_access,1712471717,4,0,14
login,1712314840,5,0,13
login,1712372305,1,0,9
login,1712307240,4,0,13
file_access,1712602255,4,0,9
file_access,1712617688,17,1,3
login,1712383984,2,0,15
file_access,1712418538,4,0,18
login,1712433935,2,0,13
login,1712276720,4,0,16
login,1712426383,1,0,9
file_access,1712334330,1,0,9
file_access,1712330526,1,0,13
file_access,1712656960,3,0,12
login,1712622510,17,1,23
file_access,1712361364,4,0,18
file_access,1712426737,2,0,9
file_access,1712323008,2,0,8
file_access,1712461460,8,0,13
file_access,1712323072,7,0,14
file_access,1712442361,1,0,8
file_access,1712577104,2,0,17
file_access,1712427091,38,0,23
file_access,1712481050,8,0,8
file_access,1712481123,4,0,14
file_access,1712596756,4,0,9
login,1712500534,7,0,16
login,1712319474,5,0,12
file_access,1712489125,1,0,15
file_access,1712304112,8,0,15
file_access,1712385136,3,0,13
file_access,1712535646,6,0,10
file_access,1712477848,18,0,2
file_access,1712643900,3,0,9
file_access,1712296525,7,0,15
file_access,1712404686,25,1,3
login,1712532218,4,0,11
file_access,1712300464,2,0,8
login,1712659935,6,0,13
login,1712439692,4,0,14
login,1712621503,3,0,14
file_access,1712664160,1,0,8
login,1712602376,2,0,9
file_access,1712447680,28,1,1
login,1712498067,5,0,8
file_access,1712645280,5,0,8
file_access,1712591173,6,0,9
login,1712633888,4,0,12
file_access,1712420875,5,0,18
login,1712409304,6,0,16
login,1712630347,4,0,11
file_access,1712316340,1,0,16
login,1712390071,5,0,13
login,1712409520,1,0,15
login,1712638553,1,0,9
login,1712405746,1,0,15
file_access,1712374735,2,0,11
file_access,1712588400,4,0,16
file_access,1712557420,4,0,11
file_access,1712483678,35,1,23
file_access,1712316610,8,0,16
login,1712363296,5,0,16
file_access,1712561677,4,0,17
login,1712448960,5,0,14
login,1712328403,3,0,15
login,1712472440,2,0,13
file_access,1712336255,6,0,10
login,1712285668,7,0,8
login,1712546655,32,1,1
login,1712289608,4,0,12
file_access,1712659846,8,0,14
file_access,1712433880,3,0,9
file_access,1712636688,4,0,8
login,1712430100,3,0,12
login,1712515981,5,0,11
login,1712480944,40,1,1
login,1712367829,2,0,12
file_access,1712344448,3,0,10
file_access,1712414775,5,0,9
file_access,1712356240,3,0,8
file_access,1712668840,8,0,8
login,1712301608,26,1,23
file_access,1712489266,8,0,17
login,1712399410,5,0,16
file_access,1712321241,29,1,22
file_access,1712329096,2,0,11
file_access,1712282173,8,0,10
login,1712352646,35,0,2
file_access,1712321365,5,0,18
login,1712642508,1,0,8
login,1712517277,7,0,18
file_access,1712489932,5,0,10
login,1712501763,3,0,8
login,1712474400,8,0,8
file_access,1712580337,1,0,9
file_access,1712294128,15,1,23
login,1712462841,8,0,12
login,1712568856,7,0,17
file_access,1712663150,5,0,13
file_access,1712553340,4,0,12
login,1712412058,7,0,18
file_access,1712333552,2,0,16
login,1712561468,2,0,14
login,1712632300,5,0,18
file_access,1712530204,5,0,12
file_access,1712557812,22,1,1
login,1712384851,1,0,11
login,1712436040,1,0,16
file_access,1712447905,5,0,14
file_access,1712298400,8,0,11
login,1712644881,7,0,18
file_access,1712294512,1,0,13
login,1712353621,2,0,15
file_access,1712298500,5,0,13
file_access,1712456165,35,1,0
login,1712452288,6,0,12
login,1712554870,3,0,8
file_access,1712673280,1,0,17
login,1712365690,6,0,11
login,1712464382,6,0,17
file_access,1712413138,3,0,17
file_access,1712582956,4,0,14
login,1712492226,4,0,15
file_access,1712591050,34,1,22
file_access,1712539786,4,0,12
file_access,1712338320,8,0,13
login,1712575535,6,0,18
login,1712350252,8,0,8
login,1712322605,5,0,17
login,1712401756,4,0,14
login,1712397850,39,1,22
file_access,1712417690,2,0,10
file_access,1712374196,6,0,9
login,1712611840,7,0,18
file_access,1712596100,6,0,10
login,1712647706,5,0,13
login,1712386261,8,0,17
file_access,1712382344,1,0,10
file_access,1712283265,8,0,18
login,1712560906,2,0,10
login,1712501492,7,0,15
file_access,1712636480,37,1,2
file_access,1712497675,1,0,8
login,1712342920,6,0,12
login,1712346927,6,0,17
file_access,1712406544,8,0,11
file_access,1712625111,4,0,16
file_access,1712573556,5,0,12
file_access,1712490175,6,0,17
file_access,1712343136,5,0,12
login,1712351126,7,0,13
file_access,1712534152,7,0,9
login,1712482509,35,1,22
login,1712486560,4,0,10
login,1712629948,17,0,1
file_access,1712411046,5,0,14
login,1712450929,3,0,9
file_access,1712562544,4,0,11
file_access,1712466995,1,0,17
file_access,1712399300,8,0,12
login,1712590726,3,0,18
login,1712538980,7,0,17
login,1712455296,8,0,15
